-0.55 -5.06 2.33 26.19
-0.60 -5.05 2.34 26.20
-0.65 -5.03 2.35 26.20
-0.70 -5.02 2.36 26.21
-0.75 -5.01 2.37 26.21
-0.80 -4.99 2.38 26.22
-0.85 -4.98 2.39 26.22
-0.90 -4.96 2.40 26.23
-0.95 -4.94 2.41 26.23
-1.00 -4.92 2.42 26.24
-1.05 -4.90 2.43 26.24
-1.10 -4.88 2.44 26.25
-1.15 -4.86 2.45 26.26
-1.20 -4.84 2.46 26.26
-1.25 -4.81 2.47 26.27
-1.30 -4.79 2.48 26.27
-1.34 -4.76 2.49 26.28
-1.39 -4.73 2.50 26.28
-1.44 -4.71 2.51 26.29
-1.49 -4.68 2.52 26.29
-1.53 -4.65 2.53 26.30
-1.58 -4.62 2.54 26.30
-1.62 -4.59 2.55 26.31
-1.67 -4.55 2.56 26.31
-1.72 -4.52 2.57 26.32
-1.76 -4.49 2.58 26.32
-1.81 -4.45 2.59 26.33
-1.85 -4.41 2.60 26.33
-1.89 -4.38 2.61 26.34
-1.94 -4.34 2.62 26.34
-1.98 -4.30 2.63 26.35
-2.02 -4.26 2.64 26.36
-2.07 -4.22 2.65 26.36
-2.11 -4.18 2.66 26.37
-2.15 -4.14 2.67 26.37
-2.19 -4.09 2.68 26.38
-2.23 -4.05 2.69 26.38
-2.27 -4.01 2.70 26.39
-2.31 -3.96 2.71 26.39
-2.35 -3.91 2.72 26.40
-2.39 -3.87 2.73 26.40
-2.43 -3.82 2.74 26.41
-2.47 -3.77 2.75 26.41
-2.51 -3.72 2.76 26.42
-2.54 -3.67 2.77 26.42
-2.58 -3.62 2.78 26.43
-2.62 -3.57 2.79 26.43
-2.65 -3.52 2.80 26.44
-2.69 -3.46 2.81 26.45
-2.72 -3.41 2.82 26.45
-2.76 -3.35 2.83 26.46
-2.79 -3.30 2.84 26.46
-2.82 -3.24 2.85 26.47
-2.86 -3.19 2.86 26.47
-2.89 -3.13 2.87 26.48
-2.92 -3.07 2.88 26.48
-2.95 -3.01 2.89 26.49
-2.98 -2.95 2.90 26.49
-3.01 -2.90 2.91 26.50
-3.04 -2.83 2.92 26.50
-3.07 -2.77 2.93 26.51
-3.09 -2.71 2.94 26.51
-3.12 -2.65 2.95 26.52
-3.15 -2.59 2.96 26.52
-3.17 -2.53 2.97 26.53
-3.20 -2.46 2.98 26.54
-3.22 -2.40 2.99 26.54
-3.25 -2.33 3.00 26.55
-3.27 -2.27 3.01 26.55
-3.29 -2.20 3.02 26.56
-3.32 -2.14 3.03 26.56
-3.34 -2.07 3.04 26.57
-3.36 -2.00 3.05 26.57
-3.38 -1.94 3.06 26.58
-3.40 -1.87 3.07 26.58
-3.42 -1.80 3.08 26.59
-3.43 -1.73 3.09 26.59
-3.45 -1.66 3.10 26.60
-3.47 -1.60 3.11 26.60
-3.48 -1.53 3.12 26.61
-3.50 -1.46 3.13 26.61
-3.51 -1.39 3.14 26.62
-3.53 -1.32 3.15 26.63
-3.54 -1.25 3.16 26.63
-3.55 -1.17 3.17 26.64
-3.57 -1.10 3.18 26.64
-3.58 -1.03 3.19 26.65
-3.59 -0.96 3.20 26.65
-3.60 -0.89 3.21 26.66
-3.61 -0.82 3.22 26.66
-3.61 -0.75 3.23 26.67
-3.62 -0.67 3.24 26.67
-3.63 -0.60 3.25 26.68
-3.63 -0.53 3.26 26.68
-3.64 -0.46 3.27 26.69
-3.64 -0.38 3.28 26.69
-3.65 -0.31 3.29 26.70
-3.65 -0.24 3.30 26.71
-3.65 -0.16 3.31 26.71
-3.65 -0.09 3.32 26.72
-3.66 -0.02 3.33 26.72
-3.66 0.06 3.34 26.73
-3.65 0.13 3.35 26.73
-3.65 0.20 3.36 26.74
-3.65 0.27 3.37 26.74
-3.65 0.35 3.38 26.75
-3.65 0.42 3.39 26.75
-3.64 0.49 3.40 26.76
-3.64 0.57 3.41 26.76
-3.63 0.64 3.42 26.77
-3.62 0.71 3.43 26.78
-3.62 0.78 3.44 26.78
-3.61 0.86 3.45 26.79
-3.60 0.93 3.46 26.79
-3.59 1.00 3.47 26.80
-3.58 1.07 3.48 26.80
-3.57 1.14 3.49 26.81
-3.56 1.22 3.50 26.81
-3.55 1.29 3.51 26.82
-3.53 1.36 3.52 26.82
-3.52 1.43 3.53 26.83
-3.51 1.50 3.54 26.83
-3.49 1.57 3.55 26.84
-3.48 1.64 3.56 26.84
-3.46 1.71 3.57 26.85
-3.44 1.78 3.58 26.86
-3.42 1.85 3.59 26.86
-3.41 1.92 3.60 26.87
-3.39 1.98 3.61 26.87
-3.37 2.05 3.62 26.88
-3.35 2.12 3.63 26.88
-3.33 2.19 3.64 26.89
-3.30 2.25 3.65 26.89
-3.28 2.32 3.66 26.90
-3.26 2.38 3.67 26.90
-3.23 2.45 3.68 26.91
-3.21 2.51 3.69 26.91
-3.18 2.58 3.70 26.92
-3.16 2.64 3.71 26.93
-3.13 2.70 3.72 26.93
-3.10 2.77 3.73 26.94
-3.08 2.83 3.74 26.94
-3.05 2.89 3.75 26.95
-3.02 2.95 3.76 26.95
-2.99 3.01 3.77 26.96
-2.96 3.07 3.78 26.96
-2.93 3.13 3.79 26.97
-2.90 3.19 3.80 26.97
-2.87 3.25 3.81 26.98
-2.83 3.30 3.82 26.98
-2.80 3.36 3.83 26.99
-2.77 3.42 3.84 27.00
-2.73 3.47 3.85 27.00
-2.70 3.53 3.86 27.01
-2.66 3.58 3.87 27.01
-2.63 3.63 3.88 27.02
-2.59 3.69 3.89 27.02
-2.55 3.74 3.90 27.03
-2.52 3.79 3.91 27.03
-2.48 3.84 3.92 27.04
-2.44 3.89 3.93 27.04
-2.40 3.94 3.94 27.05
-2.36 3.99 3.95 27.05
-2.32 4.03 3.96 27.06
-2.28 4.08 3.97 27.07
-2.24 4.13 3.98 27.07
-2.20 4.17 3.99 27.08
-2.16 4.22 4.00 27.08
-2.12 4.26 4.01 27.09
-2.07 4.30 4.02 27.09
-2.03 4.34 4.03 27.10
-1.99 4.38 4.04 27.10
-1.94 4.42 4.05 27.11
-1.90 4.46 4.06 27.11
-1.85 4.50 4.07 27.12
-1.81 4.54 4.08 27.13
-1.76 4.57 4.09 27.13
-1.72 4.61 4.10 27.14
-1.67 4.64 4.11 27.14
-1.63 4.68 4.12 27.15
-1.58 4.71 4.13 27.15
-1.53 4.74 4.14 27.16
-1.48 4.77 4.15 27.16
-1.44 4.80 4.16 27.17
-1.39 4.83 4.17 27.17
-1.34 4.86 4.18 27.18
-1.29 4.88 4.19 27.19
-1.24 4.91 4.20 27.19
-1.19 4.93 4.21 27.20
-1.14 4.96 4.22 27.20
-1.10 4.98 4.23 27.21
-1.05 5.00 4.24 27.21
-1.00 5.02 4.25 27.22
-0.95 5.04 4.26 27.22
-0.89 5.06 4.27 27.23
-0.84 5.08 4.28 27.23
-0.79 5.10 4.29 27.24
-0.74 5.11 4.30 27.24
-0.69 5.13 4.31 27.25
-0.64 5.14 4.32 27.26
-0.59 5.15 4.33 27.26
-0.54 5.17 4.34 27.27
-0.49 5.18 4.35 27.27
-0.43 5.19 4.36 27.28
-0.38 5.20 4.37 27.28
-0.33 5.20 4.38 27.29
-0.28 5.21 4.39 27.29
-0.23 5.22 4.40 27.30
-0.17 5.22 4.41 27.30
-0.12 5.22 4.42 27.31
-0.07 5.23 4.43 27.32
-0.02 5.23 4.44 27.32
0.04 5.23 4.45 27.33
0.09 5.23 4.46 27.33
0.14 5.22 4.47 27.34
0.19 5.22 4.48 27.34
0.24 5.22 4.49 27.35
0.30 5.21 4.50 27.35
0.35 5.21 4.51 27.36
0.40 5.20 4.52 27.37
0.45 5.19 4.53 27.37
0.50 5.18 4.54 27.38
0.56 5.17 4.55 27.38
0.61 5.16 4.56 27.39
0.66 5.15 4.57 27.39
0.71 5.14 4.58 27.40
0.76 5.12 4.59 27.40
0.81 5.11 4.60 27.41
0.87 5.09 4.61 27.41
0.92 5.07 4.62 27.42
0.97 5.06 4.63 27.43
1.02 5.04 4.64 27.43
1.07 5.02 4.65 27.44
1.12 4.99 4.66 27.44
1.17 4.97 4.67 27.45
1.22 4.95 4.68 27.45
1.27 4.92 4.69 27.46
1.32 4.90 4.70 27.46
1.37 4.87 4.71 27.47
1.41 4.85 4.72 27.47
1.46 4.82 4.73 27.48
1.51 4.79 4.74 27.49
1.56 4.76 4.75 27.49
1.61 4.73 4.76 27.50
1.65 4.69 4.77 27.50
1.70 4.66 4.78 27.51
1.75 4.63 4.79 27.51
1.79 4.59 4.80 27.52
1.84 4.56 4.81 27.52
1.88 4.52 4.82 27.53
1.93 4.48 4.83 27.54
1.97 4.44 4.84 27.54
2.02 4.40 4.85 27.55
2.06 4.36 4.86 27.55
2.11 4.32 4.87 27.56
2.15 4.28 4.88 27.56
2.19 4.24 4.89 27.57
2.24 4.19 4.90 27.57
2.28 4.15 4.91 27.58
2.32 4.10 4.92 27.58
2.36 4.06 4.93 27.59
2.40 4.01 4.94 27.60
2.44 3.96 4.95 27.60
2.48 3.91 4.96 27.61
2.52 3.86 4.97 27.61
2.56 3.81 4.98 27.62
2.60 3.76 4.99 27.62
2.63 3.71 5.00 27.63
2.67 3.66 5.01 27.63
2.71 3.60 5.02 27.64
2.74 3.55 5.03 27.65
2.78 3.49 5.04 27.65
2.81 3.44 5.05 27.66
2.85 3.38 5.06 27.66
2.88 3.33 5.07 27.67
2.92 3.27 5.08 27.67
2.95 3.21 5.09 27.68
2.98 3.15 5.10 27.68
3.01 3.09 5.11 27.69
3.04 3.03 5.12 27.70
3.07 2.97 5.13 27.70
3.10 2.91 5.14 27.71
3.13 2.85 5.15 27.71
3.16 2.78 5.16 27.72
3.19 2.72 5.17 27.72
3.21 2.66 5.18 27.73
3.24 2.59 5.19 27.73
3.27 2.53 5.20 27.74
3.29 2.46 5.21 27.75
3.32 2.40 5.22 27.75
3.34 2.33 5.23 27.76
3.36 2.26 5.24 27.76
3.39 2.20 5.25 27.77
3.41 2.13 5.26 27.77
3.43 2.06 5.27 27.78
3.45 1.99 5.28 27.78
3.47 1.92 5.29 27.79
3.49 1.85 5.30 27.80
3.51 1.78 5.31 27.80
3.53 1.71 5.32 27.81
3.54 1.64 5.33 27.81
3.56 1.57 5.34 27.82
3.58 1.50 5.35 27.82
3.59 1.43 5.36 27.83
3.61 1.36 5.37 27.83
3.62 1.29 5.38 27.84
3.63 1.21 5.39 27.85
3.64 1.14 5.40 27.85
3.65 1.07 5.41 27.86
3.67 0.99 5.42 27.86
3.68 0.92 5.43 27.87
3.68 0.85 5.44 27.87
3.69 0.77 5.45 27.88
3.70 0.70 5.46 27.88
3.71 0.63 5.47 27.89
3.71 0.55 5.48 27.90
3.72 0.48 5.49 27.90
3.72 0.40 5.50 27.91
3.73 0.33 5.51 27.91
3.73 0.25 5.52 27.92
3.73 0.18 5.53 27.92
3.74 0.10 5.54 27.93
3.74 0.03 5.55 27.93
3.74 -0.05 5.56 27.94
3.74 -0.12 5.57 27.95
3.74 -0.19 5.58 27.95
3.73 -0.27 5.59 27.96
3.73 -0.34 5.60 27.96
3.73 -0.42 5.61 27.97
3.72 -0.49 5.62 27.97
3.72 -0.57 5.63 27.98
3.71 -0.64 5.64 27.98
3.71 -0.72 5.65 27.99
3.70 -0.79 5.66 28.00
3.69 -0.86 5.67 28.00
3.68 -0.94 5.68 28.01
3.67 -1.01 5.69 28.01
3.66 -1.09 5.70 28.02
3.65 -1.16 5.71 28.02
3.64 -1.23 5.72 28.03
3.63 -1.30 5.73 28.04
3.62 -1.38 5.74 28.04
3.60 -1.45 5.75 28.05
3.59 -1.52 5.76 28.05
3.57 -1.59 5.77 28.06
3.56 -1.66 5.78 28.06
3.54 -1.74 5.79 28.07
3.52 -1.81 5.80 28.07
3.50 -1.88 5.81 28.08
3.49 -1.95 5.82 28.09
3.47 -2.02 5.83 28.09
3.45 -2.09 5.84 28.10
3.42 -2.15 5.85 28.10
3.40 -2.22 5.86 28.11
3.38 -2.29 5.87 28.11
3.36 -2.36 5.88 28.12
3.33 -2.43 5.89 28.13
3.31 -2.49 5.90 28.13
3.29 -2.56 5.91 28.14
3.26 -2.62 5.92 28.14
3.23 -2.69 5.93 28.15
3.21 -2.75 5.94 28.15
3.18 -2.82 5.95 28.16
3.15 -2.88 5.96 28.16
3.12 -2.95 5.97 28.17
3.09 -3.01 5.98 28.18
3.06 -3.07 5.99 28.18
3.03 -3.13 6.00 28.19
3.00 -3.19 6.01 28.19
2.97 -3.25 6.02 28.20
2.94 -3.31 6.03 28.20
2.90 -3.37 6.04 28.21
2.87 -3.43 6.05 28.22
2.83 -3.49 6.06 28.22
2.80 -3.54 6.07 28.23
2.76 -3.60 6.08 28.23
2.73 -3.65 6.09 28.24
2.69 -3.71 6.10 28.24
2.66 -3.76 6.11 28.25
2.62 -3.81 6.12 28.25
2.58 -3.87 6.13 28.26
2.54 -3.92 6.14 28.27
2.50 -3.97 6.15 28.27
2.46 -4.02 6.16 28.28
2.42 -4.07 6.17 28.28
2.38 -4.12 6.18 28.29
2.34 -4.16 6.19 28.29
2.30 -4.21 6.20 28.30
2.26 -4.26 6.21 28.31
2.21 -4.30 6.22 28.31
2.17 -4.35 6.23 28.32
2.13 -4.39 6.24 28.32
2.08 -4.43 6.25 28.33
2.04 -4.47 6.26 28.33
1.99 -4.52 6.27 28.34
1.95 -4.56 6.28 28.35
1.90 -4.59 6.29 28.35
1.86 -4.63 6.30 28.36
1.81 -4.67 6.31 28.36
1.76 -4.71 6.32 28.37
1.72 -4.74 6.33 28.37
1.67 -4.78 6.34 28.38
1.62 -4.81 6.35 28.39
1.57 -4.84 6.36 28.39
1.53 -4.87 6.37 28.40
1.48 -4.90 6.38 28.40
1.43 -4.93 6.39 28.41
1.38 -4.96 6.40 28.41
1.33 -4.99 6.41 28.42
1.28 -5.02 6.42 28.42
1.23 -5.04 6.43 28.43
1.18 -5.07 6.44 28.44
1.13 -5.09 6.45 28.44
1.08 -5.11 6.46 28.45
1.03 -5.13 6.47 28.45
0.97 -5.15 6.48 28.46
0.92 -5.17 6.49 28.46
0.87 -5.19 6.50 28.47
0.82 -5.21 6.51 28.48
0.77 -5.23 6.52 28.48
0.71 -5.24 6.53 28.49
0.66 -5.26 6.54 28.49
0.61 -5.27 6.55 28.50
0.56 -5.28 6.56 28.50
0.50 -5.29 6.57 28.51
0.45 -5.30 6.58 28.52
0.40 -5.31 6.59 28.52
0.35 -5.32 6.60 28.53
0.29 -5.33 6.61 28.53
0.24 -5.33 6.62 28.54
0.19 -5.34 6.63 28.54
0.13 -5.34 6.64 28.55
0.08 -5.34 6.65 28.56
0.03 -5.34 6.66 28.56
-0.03 -5.34 6.67 28.57
-0.08 -5.34 6.68 28.57
-0.13 -5.34 6.69 28.58
-0.19 -5.34 6.70 28.58
-0.24 -5.34 6.71 28.59
-0.30 -5.33 6.72 28.60
-0.35 -5.33 6.73 28.60
-0.40 -5.32 6.74 28.61
-0.45 -5.31 6.75 28.61
-0.51 -5.30 6.76 28.62
-0.56 -5.29 6.77 28.62
-0.61 -5.28 6.78 28.63
-0.67 -5.27 6.79 28.64
-0.72 -5.25 6.80 28.64
-0.77 -5.24 6.81 28.65
-0.82 -5.22 6.82 28.65
-0.88 -5.21 6.83 28.66
-0.93 -5.19 6.84 28.66
-0.98 -5.17 6.85 28.67
-1.03 -5.15 6.86 28.68
-1.08 -5.13 6.87 28.68
-1.14 -5.11 6.88 28.69
-1.19 -5.09 6.89 28.69
-1.24 -5.06 6.90 28.70
-1.29 -5.04 6.91 28.70
-1.34 -5.01 6.92 28.71
-1.39 -4.99 6.93 28.72
-1.44 -4.96 6.94 28.72
-1.49 -4.93 6.95 28.73
-1.54 -4.90 6.96 28.73
-1.59 -4.87 6.97 28.74
-1.63 -4.84 6.98 28.74
-1.68 -4.80 6.99 28.75
-1.73 -4.77 7.00 28.76
-1.78 -4.74 7.01 28.76
-1.83 -4.70 7.02 28.77
-1.87 -4.66 7.03 28.77
-1.92 -4.63 7.04 28.78
-1.97 -4.59 7.05 28.79
-2.01 -4.55 7.06 28.79
-2.06 -4.51 7.07 28.80
-2.10 -4.47 7.08 28.80
-2.15 -4.43 7.09 28.81
-2.19 -4.38 7.10 28.81
-2.24 -4.34 7.11 28.82
-2.28 -4.29 7.12 28.83
-2.32 -4.25 7.13 28.83
-2.36 -4.20 7.14 28.84
-2.41 -4.16 7.15 28.84
-2.45 -4.11 7.16 28.85
-2.49 -4.06 7.17 28.85
-2.53 -4.01 7.18 28.86
-2.57 -3.96 7.19 28.87
-2.61 -3.91 7.20 28.87
-2.65 -3.85 7.21 28.88
-2.69 -3.80 7.22 28.88
-2.72 -3.75 7.23 28.89
-2.76 -3.69 7.24 28.89
-2.80 -3.64 7.25 28.90
-2.84 -3.58 7.26 28.91
-2.87 -3.52 7.27 28.91
-2.91 -3.47 7.28 28.92
-2.94 -3.41 7.29 28.92
-2.98 -3.35 7.30 28.93
-3.01 -3.29 7.31 28.94
-3.04 -3.23 7.32 28.94
-3.07 -3.17 7.33 28.95
-3.11 -3.11 7.34 28.95
-3.14 -3.05 7.35 28.96
-3.17 -2.98 7.36 28.96
-3.20 -2.92 7.37 28.97
-3.23 -2.86 7.38 28.98
-3.25 -2.79 7.39 28.98
-3.28 -2.73 7.40 28.99
-3.31 -2.66 7.41 28.99
-3.34 -2.60 7.42 29.00
-3.36 -2.53 7.43 29.00
-3.39 -2.46 7.44 29.01
-3.41 -2.39 7.45 29.02
-3.44 -2.33 7.46 29.02
-3.46 -2.26 7.47 29.03
-3.48 -2.19 7.48 29.03
-3.50 -2.12 7.49 29.04
-3.53 -2.05 7.50 29.05
-3.55 -1.98 7.51 29.05
-3.57 -1.91 7.52 29.06
-3.58 -1.83 7.53 29.06
-3.60 -1.76 7.54 29.07
-3.62 -1.69 7.55 29.07
-3.64 -1.62 7.56 29.08
-3.65 -1.55 7.57 29.09
-3.67 -1.47 7.58 29.09
-3.68 -1.40 7.59 29.10
-3.70 -1.33 7.60 29.10
-3.71 -1.25 7.61 29.11
-3.72 -1.18 7.62 29.12
-3.74 -1.10 7.63 29.12
-3.75 -1.03 7.64 29.13
-3.76 -0.95 7.65 29.13
-3.77 -0.88 7.66 29.14
-3.77 -0.80 7.67 29.14
-3.78 -0.73 7.68 29.15
-3.79 -0.65 7.69 29.16
-3.80 -0.58 7.70 29.16
-3.80 -0.50 7.71 29.17
-3.81 -0.42 7.72 29.17
-3.81 -0.35 7.73 29.18
-3.82 -0.27 7.74 29.19
-3.82 -0.20 7.75 29.19
-3.82 -0.12 7.76 29.20
-3.82 -0.04 7.77 29.20
-3.82 0.03 7.78 29.21
-3.82 0.11 7.79 29.21
-3.82 0.19 7.80 29.22
-3.82 0.26 7.81 29.23
-3.82 0.34 7.82 29.23
-3.81 0.42 7.83 29.24
-3.81 0.49 7.84 29.24
-3.80 0.57 7.85 29.25
-3.80 0.64 7.86 29.26
-3.79 0.72 7.87 29.26
-3.78 0.80 7.88 29.27
-3.78 0.87 7.89 29.27
-3.77 0.95 7.90 29.28
-3.76 1.02 7.91 29.28
-3.75 1.10 7.92 29.29
-3.74 1.17 7.93 29.30
-3.72 1.25 7.94 29.30
-3.71 1.32 7.95 29.31
-3.70 1.40 7.96 29.31
-3.68 1.47 7.97 29.32
-3.67 1.54 7.98 29.33
-3.65 1.62 7.99 29.33
-3.64 1.69 8.00 29.34
-3.62 1.76 8.01 29.34
-3.60 1.84 8.02 29.35
-3.59 1.91 8.03 29.35
-3.57 1.98 8.04 29.36
-3.55 2.05 8.05 29.37
-3.53 2.12 8.06 29.37
-3.51 2.19 8.07 29.38
-3.48 2.26 8.08 29.38
-3.46 2.33 8.09 29.39
-3.44 2.40 8.10 29.40
-3.41 2.47 8.11 29.40
-3.39 2.54 8.12 29.41
-3.36 2.61 8.13 29.41
-3.34 2.67 8.14 29.42
-3.31 2.74 8.15 29.43
-3.28 2.81 8.16 29.43
-3.25 2.87 8.17 29.44
-3.23 2.94 8.18 29.44
-3.20 3.00 8.19 29.45
-3.17 3.07 8.20 29.45
-3.14 3.13 8.21 29.46
-3.10 3.19 8.22 29.47
