0.0000000000 	 1.0000000000 	 0.0000000000 	 1.0000000000 
0.0300000000 	 1.0300000000 	 0.0300000000 	 0.9998960595
0.0600000000 	 1.0597708456 	 0.0599933256 	 0.9998053944
0.0900000000 	 1.0890582572 	 0.0899592841 	 0.9997354624
0.1200000000 	 1.1175845195 	 0.1198623696 	 0.9996939493
0.1500000000 	 1.1450511957 	 0.1496518131 	 0.9996880403
0.1800000000 	 1.1711429672 	 0.1792615642 	 0.9997235139
0.2100000000 	 1.1955326487 	 0.2086107841 	 0.9998037372
0.2400000000 	 1.2178873658 	 0.2376049191 	 0.9999286980
0.2700000000 	 1.2378758000 	 0.2661374019 	 1.0000942426
0.3000000000 	 1.2551763154 	 0.2940919949 	 1.0002917096
0.3300000000 	 1.2694856858 	 0.3213457527 	 1.0005081252
0.3600000000 	 1.2805280536 	 0.3477725320 	 1.0007270583
0.3900000000 	 1.2880636797 	 0.3732469319 	 1.0009301229
0.4200000000 	 1.2918970029 	 0.3976485020 	 1.0010989830
0.4500000000 	 1.2918835219 	 0.4208660180 	 1.0012175852
0.4800000000 	 1.2879350562 	 0.4428016062 	 1.0012742611
0.5100000000 	 1.2800230220 	 0.4633744902 	 1.0012633276
0.5400000000 	 1.2681794873 	 0.4825241522 	 1.0011858862
0.5700000000 	 1.2524959158 	 0.5002127350 	 1.0010496673
0.6000000000 	 1.2331196712 	 0.5164265649 	 1.0008679493
0.6300000000 	 1.2102485066 	 0.5311767335 	 1.0006577594
0.6600000000 	 1.1841233945 	 0.5444987481 	 1.0004376884
0.6900000000 	 1.1550201439 	 0.5564513170 	 1.0002256946
0.7200000000 	 1.1232403022 	 0.5671143910 	 1.0000372362
0.7500000000 	 1.0891018411 	 0.5765866182 	 0.9998839659
0.7800000000 	 1.0529300902 	 0.5849823918 	 0.9997730930
0.8100000000 	 1.0150493093 	 0.5924286698 	 0.9997073820
0.8400000000 	 0.9757752021 	 0.5990617396 	 0.9996856661
0.8700000000 	 0.9354085740 	 0.6050240736 	 0.9997036956
0.9000000000 	 0.8942302396 	 0.6104613942 	 0.9997551345
0.9300000000 	 0.8524971972 	 0.6155200341 	 0.9998325459
0.9600000000 	 0.8104400192 	 0.6203446416 	 0.9999282477
0.9900000000 	 0.7682613515 	 0.6250762558 	 1.0000349748
1.0200000000 	 0.7261353827 	 0.6298507471 	 1.0001463260
1.0500000000 	 0.6842081249 	 0.6347976006 	 1.0002570087
1.0800000000 	 0.6425983455 	 0.6400390056 	 1.0003629160
1.1100000000 	 0.6013989954 	 0.6456892052 	 1.0004610776
1.1400000000 	 0.5606789946 	 0.6518540559 	 1.0005495276
1.1700000000 	 0.5204852534 	 0.6586307442 	 1.0006271283
1.2000000000 	 0.4808448308 	 0.6661076112 	 1.0006933767
1.2300000000 	 0.4417671506 	 0.6743640373 	 1.0007482174
1.2600000000 	 0.4032462162 	 0.6834703439 	 1.0007918736
1.2900000000 	 0.3652627843 	 0.6934876747 	 1.0008247039
1.3200000000 	 0.3277864718 	 0.7044678220 	 1.0008470874
1.3500000000 	 0.2907777834 	 0.7164529716 	 1.0008593387
1.3800000000 	 0.2541900588 	 0.7294753418 	 1.0008616494
1.4100000000 	 0.2179713447 	 0.7435566996 	 1.0008540574
1.4400000000 	 0.1820662048 	 0.7587077403 	 1.0008364404
1.4700000000 	 0.1464174819 	 0.7749273238 	 1.0008085359
1.5000000000 	 0.1109680301 	 0.7922015666 	 1.0007699858
1.5300000000 	 0.0756624338 	 0.8105027958 	 1.0007204096
1.5600000000 	 0.0404487294 	 0.8297883785 	 1.0006595047
1.5900000000 	 0.0052801389 	 0.8499994530 	 1.0005871767
1.6200000000 	 -0.0298831773 	 0.8710595943 	 1.0005036971
1.6500000000 	 -0.0650723515 	 0.8928734670 	 1.0004098830
1.6800000000 	 -0.1003080364 	 0.9153255238 	 1.0003072897
1.7100000000 	 -0.1355986523 	 0.9382788338 	 1.0001983984
1.7400000000 	 -0.1709386918 	 0.9615741324 	 1.0000867729
1.7700000000 	 -0.2063071343 	 0.9850292048 	 0.9999771526
1.8000000000 	 -0.2416660366 	 1.0084387269 	 0.9998754401
1.8300000000 	 -0.2769593836 	 1.0315746957 	 0.9997885396
1.8600000000 	 -0.3121122927 	 1.0541875837 	 0.9997240077
1.8900000000 	 -0.3470306769 	 1.0760083425 	 0.9996894916
1.9200000000 	 -0.3816014727 	 1.0967513635 	 0.9996919584
1.9500000000 	 -0.4156935342 	 1.1161184665 	 0.9997367593
1.9800000000 	 -0.4491592797 	 1.1338039388 	 0.9998266203
2.0100000000 	 -0.4818371460 	 1.1495005834 	 0.9999607023
2.0400000000 	 -0.5135548714 	 1.1629066561 	 1.0001339076
2.0700000000 	 -0.5441335702 	 1.1737334882 	 1.0003366208
2.1000000000 	 -0.5733925089 	 1.1817135072 	 1.0005550389
2.1300000000 	 -0.6011544272 	 1.1866082935 	 1.0007721696
2.1600000000 	 -0.6272511878 	 1.1882162540 	 1.0009694572
