0 	 0
-1 	 1
0 	 2
1 	 3
2 	 4
3 	 5
2 	 6
1 	 7
0 	 8
-1 	 9
0 	 10
1 	 11
0 	 12
-1 	 13
0 	 14
1 	 15
0 	 16
-1 	 17
-2 	 18
-3 	 19
-4 	 20
-3 	 21
-2 	 22
-3 	 23
-4 	 24
-5 	 25
-6 	 26
-7 	 27
-6 	 28
-7 	 29
-8 	 30
-7 	 31
-6 	 32
-7 	 33
-8 	 34
-9 	 35
-8 	 36
-7 	 37
-6 	 38
-7 	 39
-6 	 40
-5 	 41
-4 	 42
-3 	 43
-2 	 44
-1 	 45
0 	 46
-1 	 47
0 	 48
-1 	 49
0 	 50
-1 	 51
-2 	 52
-1 	 53
0 	 54
1 	 55
0 	 56
1 	 57
0 	 58
-1 	 59
0 	 60
-1 	 61
-2 	 62
-3 	 63
-2 	 64
-3 	 65
-4 	 66
-3 	 67
-2 	 68
-1 	 69
0 	 70
1 	 71
2 	 72
1 	 73
0 	 74
1 	 75
2 	 76
1 	 77
0 	 78
1 	 79
0 	 80
1 	 81
0 	 82
-1 	 83
0 	 84
-1 	 85
-2 	 86
-1 	 87
-2 	 88
-3 	 89
-2 	 90
-1 	 91
-2 	 92
-1 	 93
0 	 94
-1 	 95
-2 	 96
-1 	 97
0 	 98
-1 	 99
0 	 100
1 	 101
2 	 102
3 	 103
2 	 104
3 	 105
2 	 106
1 	 107
2 	 108
1 	 109
0 	 110
1 	 111
0 	 112
1 	 113
2 	 114
1 	 115
2 	 116
1 	 117
2 	 118
3 	 119
4 	 120
3 	 121
2 	 122
3 	 123
4 	 124
3 	 125
2 	 126
1 	 127
2 	 128
1 	 129
0 	 130
-1 	 131
0 	 132
-1 	 133
0 	 134
1 	 135
2 	 136
1 	 137
2 	 138
1 	 139
0 	 140
-1 	 141
-2 	 142
-1 	 143
-2 	 144
-3 	 145
-2 	 146
-1 	 147
0 	 148
1 	 149
0 	 150
1 	 151
0 	 152
1 	 153
0 	 154
1 	 155
0 	 156
1 	 157
0 	 158
1 	 159
0 	 160
-1 	 161
0 	 162
-1 	 163
-2 	 164
-1 	 165
0 	 166
1 	 167
0 	 168
-1 	 169
-2 	 170
-3 	 171
-4 	 172
-5 	 173
-4 	 174
-3 	 175
-4 	 176
-3 	 177
-4 	 178
-3 	 179
-2 	 180
-1 	 181
-2 	 182
-1 	 183
-2 	 184
-3 	 185
-4 	 186
-5 	 187
-4 	 188
-5 	 189
-6 	 190
-7 	 191
-6 	 192
-5 	 193
-4 	 194
-3 	 195
-4 	 196
-5 	 197
-4 	 198
-3 	 199
-4 	 200
-5 	 201
-6 	 202
-7 	 203
-6 	 204
-5 	 205
-6 	 206
-7 	 207
-8 	 208
-7 	 209
-8 	 210
-9 	 211
-8 	 212
-9 	 213
-10 	 214
-9 	 215
-10 	 216
-9 	 217
-10 	 218
-9 	 219
-10 	 220
-11 	 221
-12 	 222
-13 	 223
-14 	 224
-15 	 225
-14 	 226
-15 	 227
-16 	 228
-15 	 229
-16 	 230
-17 	 231
-18 	 232
-17 	 233
-16 	 234
-17 	 235
-16 	 236
-17 	 237
-16 	 238
-15 	 239
-16 	 240
-15 	 241
-16 	 242
-15 	 243
-16 	 244
-17 	 245
-16 	 246
-17 	 247
-16 	 248
-15 	 249
-16 	 250
-15 	 251
-16 	 252
-17 	 253
-16 	 254
-17 	 255
-16 	 256
-15 	 257
-14 	 258
-15 	 259
-14 	 260
-15 	 261
-16 	 262
-15 	 263
-14 	 264
-15 	 265
-16 	 266
-17 	 267
-16 	 268
-17 	 269
-18 	 270
-17 	 271
-18 	 272
-17 	 273
-16 	 274
-17 	 275
-18 	 276
-17 	 277
-16 	 278
-17 	 279
-18 	 280
-19 	 281
-20 	 282
-19 	 283
-20 	 284
-19 	 285
-20 	 286
-19 	 287
-18 	 288
-17 	 289
-16 	 290
-15 	 291
-16 	 292
-15 	 293
-14 	 294
-15 	 295
-16 	 296
-17 	 297
-18 	 298
-17 	 299
-18 	 300
-17 	 301
-18 	 302
-19 	 303
-20 	 304
-19 	 305
-20 	 306
-19 	 307
-20 	 308
-21 	 309
-20 	 310
-19 	 311
-18 	 312
-17 	 313
-16 	 314
-17 	 315
-18 	 316
-17 	 317
-16 	 318
-17 	 319
-16 	 320
-15 	 321
-14 	 322
-15 	 323
-16 	 324
-15 	 325
-14 	 326
-13 	 327
-14 	 328
-13 	 329
-14 	 330
-15 	 331
-16 	 332
-17 	 333
-18 	 334
-17 	 335
-18 	 336
-19 	 337
-20 	 338
-21 	 339
-22 	 340
-21 	 341
-22 	 342
-21 	 343
-20 	 344
-19 	 345
-20 	 346
-21 	 347
-20 	 348
-19 	 349
-20 	 350
-21 	 351
-22 	 352
-23 	 353
-22 	 354
-23 	 355
-22 	 356
-21 	 357
-20 	 358
-19 	 359
-18 	 360
-19 	 361
-18 	 362
-17 	 363
-16 	 364
-17 	 365
-18 	 366
-17 	 367
-16 	 368
-15 	 369
-14 	 370
-13 	 371
-12 	 372
-11 	 373
-10 	 374
-11 	 375
-12 	 376
-13 	 377
-14 	 378
-13 	 379
-12 	 380
-13 	 381
-14 	 382
-13 	 383
-12 	 384
-13 	 385
-14 	 386
-13 	 387
-14 	 388
-13 	 389
-12 	 390
-13 	 391
-14 	 392
-13 	 393
-12 	 394
-13 	 395
-12 	 396
-13 	 397
-14 	 398
-15 	 399
-14 	 400
-13 	 401
-12 	 402
-13 	 403
-14 	 404
-13 	 405
-14 	 406
-13 	 407
-12 	 408
-13 	 409
-12 	 410
-13 	 411
-12 	 412
-13 	 413
-12 	 414
-13 	 415
-12 	 416
-11 	 417
-10 	 418
-11 	 419
-12 	 420
-11 	 421
-10 	 422
-11 	 423
-10 	 424
-11 	 425
-12 	 426
-11 	 427
-10 	 428
-11 	 429
-10 	 430
-11 	 431
-12 	 432
-11 	 433
-12 	 434
-11 	 435
-12 	 436
-13 	 437
-14 	 438
-13 	 439
-12 	 440
-13 	 441
-14 	 442
-15 	 443
-14 	 444
-13 	 445
-14 	 446
-15 	 447
-14 	 448
-13 	 449
-12 	 450
-11 	 451
-10 	 452
-9 	 453
-10 	 454
-9 	 455
-10 	 456
-11 	 457
-10 	 458
-11 	 459
-12 	 460
-13 	 461
-14 	 462
-13 	 463
-12 	 464
-13 	 465
-14 	 466
-15 	 467
-14 	 468
-13 	 469
-14 	 470
-15 	 471
-16 	 472
-15 	 473
-16 	 474
-15 	 475
-16 	 476
-15 	 477
-16 	 478
-17 	 479
-16 	 480
-17 	 481
-18 	 482
-19 	 483
-18 	 484
-17 	 485
-16 	 486
-15 	 487
-14 	 488
-15 	 489
-14 	 490
-15 	 491
-16 	 492
-17 	 493
-18 	 494
-19 	 495
-20 	 496
-19 	 497
-20 	 498
-21 	 499
-22 	 500
-21 	 501
-20 	 502
-21 	 503
-20 	 504
-19 	 505
-20 	 506
-19 	 507
-20 	 508
-19 	 509
-20 	 510
-21 	 511
-20 	 512
-21 	 513
-22 	 514
-21 	 515
-22 	 516
-21 	 517
-22 	 518
-21 	 519
-20 	 520
-19 	 521
-20 	 522
-21 	 523
-20 	 524
-21 	 525
-20 	 526
-21 	 527
-20 	 528
-21 	 529
-20 	 530
-21 	 531
-22 	 532
-21 	 533
-22 	 534
-23 	 535
-24 	 536
-23 	 537
-24 	 538
-23 	 539
-24 	 540
-23 	 541
-22 	 542
-21 	 543
-22 	 544
-23 	 545
-24 	 546
-23 	 547
-24 	 548
-23 	 549
-22 	 550
-23 	 551
-22 	 552
-23 	 553
-22 	 554
-21 	 555
-22 	 556
-21 	 557
-22 	 558
-23 	 559
-22 	 560
-23 	 561
-22 	 562
-23 	 563
-22 	 564
-23 	 565
-22 	 566
-21 	 567
-22 	 568
-21 	 569
-20 	 570
-21 	 571
-22 	 572
-21 	 573
-20 	 574
-19 	 575
-20 	 576
-21 	 577
-22 	 578
-23 	 579
-22 	 580
-23 	 581
-22 	 582
-23 	 583
-24 	 584
-25 	 585
-24 	 586
-25 	 587
-24 	 588
-23 	 589
-24 	 590
-25 	 591
-26 	 592
-27 	 593
-28 	 594
-27 	 595
-28 	 596
-29 	 597
-30 	 598
-29 	 599
-30 	 600
-31 	 601
-30 	 602
-29 	 603
-28 	 604
-29 	 605
-30 	 606
-31 	 607
-32 	 608
-33 	 609
-34 	 610
-33 	 611
-34 	 612
-33 	 613
-32 	 614
-31 	 615
-30 	 616
-31 	 617
-32 	 618
-31 	 619
-30 	 620
-31 	 621
-30 	 622
-31 	 623
-30 	 624
-31 	 625
-30 	 626
-29 	 627
-30 	 628
