1.00 	 0.00 	 0
1.86 	 0.00 	 1
2.69 	 0.00 	 2
3.62 	 0.00 	 3
4.48 	 0.01 	 4
5.34 	 0.01 	 5
6.32 	 0.01 	 6
7.19 	 0.01 	 7
8.12 	 0.02 	 8
9.05 	 0.02 	 9
9.99 	 0.03 	 10
10.99 	 0.03 	 11
11.80 	 0.04 	 12
12.77 	 0.05 	 13
13.71 	 0.05 	 14
14.73 	 0.06 	 15
15.65 	 0.07 	 16
16.57 	 0.08 	 17
17.53 	 0.09 	 18
18.43 	 0.10 	 19
19.31 	 0.11 	 20
20.21 	 0.12 	 21
21.17 	 0.13 	 22
22.13 	 0.15 	 23
23.07 	 0.16 	 24
23.97 	 0.17 	 25
24.89 	 0.19 	 26
25.58 	 0.19 	 27
26.61 	 0.21 	 28
27.61 	 0.23 	 29
28.54 	 0.24 	 30
29.27 	 0.26 	 31
30.35 	 0.27 	 32
31.26 	 0.29 	 33
32.16 	 0.31 	 34
32.87 	 0.32 	 35
33.78 	 0.34 	 36
34.77 	 0.36 	 37
35.73 	 0.38 	 38
36.62 	 0.40 	 39
37.51 	 0.41 	 40
38.34 	 0.43 	 41
39.10 	 0.45 	 42
40.07 	 0.47 	 43
40.81 	 0.49 	 44
41.79 	 0.51 	 45
42.48 	 0.53 	 46
43.39 	 0.56 	 47
44.34 	 0.59 	 48
45.29 	 0.61 	 49
46.30 	 0.64 	 50
47.25 	 0.67 	 51
48.11 	 0.69 	 52
49.05 	 0.72 	 53
49.71 	 0.74 	 54
50.60 	 0.77 	 55
51.54 	 0.79 	 56
52.59 	 0.82 	 57
53.44 	 0.85 	 58
54.23 	 0.86 	 59
55.26 	 0.89 	 60
56.04 	 0.92 	 61
57.22 	 0.96 	 62
58.02 	 0.98 	 63
58.71 	 1.00 	 64
59.63 	 1.04 	 65
60.54 	 1.07 	 66
61.32 	 1.10 	 67
62.57 	 1.14 	 68
63.61 	 1.17 	 69
64.70 	 1.21 	 70
65.37 	 1.25 	 71
66.38 	 1.29 	 72
67.22 	 1.33 	 73
67.99 	 1.35 	 74
69.12 	 1.39 	 75
70.24 	 1.44 	 76
71.21 	 1.48 	 77
72.11 	 1.52 	 78
73.24 	 1.57 	 79
73.98 	 1.62 	 80
75.00 	 1.66 	 81
75.57 	 1.68 	 82
76.34 	 1.73 	 83
76.92 	 1.75 	 84
77.69 	 1.78 	 85
78.65 	 1.83 	 86
79.55 	 1.88 	 87
80.63 	 1.93 	 88
81.44 	 1.97 	 89
82.39 	 2.01 	 90
83.23 	 2.05 	 91
84.48 	 2.13 	 92
85.37 	 2.18 	 93
86.18 	 2.22 	 94
86.95 	 2.28 	 95
87.82 	 2.32 	 96
88.48 	 2.36 	 97
89.25 	 2.39 	 98
90.04 	 2.42 	 99
90.71 	 2.45 	 100
91.48 	 2.49 	 101
92.41 	 2.55 	 102
93.24 	 2.58 	 103
93.89 	 2.60 	 104
94.75 	 2.65 	 105
95.74 	 2.72 	 106
96.53 	 2.75 	 107
97.65 	 2.80 	 108
98.19 	 2.83 	 109
98.98 	 2.88 	 110
99.51 	 2.91 	 111
100.38 	 2.98 	 112
101.63 	 3.07 	 113
102.53 	 3.12 	 114
103.68 	 3.16 	 115
104.56 	 3.21 	 116
105.06 	 3.25 	 117
105.71 	 3.28 	 118
106.72 	 3.35 	 119
107.98 	 3.43 	 120
108.92 	 3.50 	 121
110.03 	 3.58 	 122
111.27 	 3.64 	 123
112.07 	 3.71 	 124
112.84 	 3.75 	 125
113.65 	 3.82 	 126
114.53 	 3.89 	 127
115.56 	 3.97 	 128
116.40 	 4.05 	 129
117.36 	 4.13 	 130
118.41 	 4.18 	 131
119.23 	 4.24 	 132
120.07 	 4.31 	 133
120.99 	 4.39 	 134
121.70 	 4.44 	 135
122.90 	 4.50 	 136
124.16 	 4.58 	 137
125.44 	 4.68 	 138
126.32 	 4.75 	 139
127.07 	 4.79 	 140
127.61 	 4.86 	 141
128.91 	 4.95 	 142
129.47 	 4.98 	 143
130.52 	 5.09 	 144
130.97 	 5.12 	 145
132.21 	 5.20 	 146
133.22 	 5.29 	 147
133.99 	 5.38 	 148
134.87 	 5.47 	 149
135.69 	 5.51 	 150
136.53 	 5.57 	 151
136.91 	 5.62 	 152
137.77 	 5.67 	 153
138.74 	 5.73 	 154
139.60 	 5.81 	 155
140.41 	 5.90 	 156
141.56 	 6.00 	 157
142.22 	 6.07 	 158
142.92 	 6.14 	 159
144.24 	 6.24 	 160
145.13 	 6.31 	 161
145.98 	 6.40 	 162
147.07 	 6.50 	 163
147.95 	 6.59 	 164
148.48 	 6.65 	 165
148.96 	 6.68 	 166
150.01 	 6.75 	 167
151.01 	 6.83 	 168
151.78 	 6.91 	 169
153.07 	 7.02 	 170
153.95 	 7.09 	 171
154.86 	 7.17 	 172
155.97 	 7.27 	 173
156.88 	 7.34 	 174
157.86 	 7.44 	 175
158.76 	 7.51 	 176
159.42 	 7.60 	 177
160.33 	 7.68 	 178
160.88 	 7.72 	 179
162.16 	 7.85 	 180
163.33 	 8.00 	 181
164.36 	 8.14 	 182
165.64 	 8.25 	 183
166.37 	 8.30 	 184
167.21 	 8.41 	 185
168.08 	 8.51 	 186
168.85 	 8.59 	 187
169.88 	 8.71 	 188
170.99 	 8.80 	 189
171.65 	 8.83 	 190
172.57 	 8.92 	 191
173.58 	 9.06 	 192
174.43 	 9.13 	 193
175.33 	 9.22 	 194
176.28 	 9.31 	 195
177.45 	 9.44 	 196
178.40 	 9.55 	 197
179.39 	 9.67 	 198
180.79 	 9.77 	 199
181.34 	 9.81 	 200
182.49 	 9.92 	 201
183.49 	 10.02 	 202
184.53 	 10.14 	 203
185.51 	 10.23 	 204
186.67 	 10.35 	 205
187.42 	 10.39 	 206
188.47 	 10.52 	 207
189.94 	 10.69 	 208
190.98 	 10.83 	 209
192.12 	 10.97 	 210
192.91 	 11.06 	 211
193.94 	 11.16 	 212
195.27 	 11.36 	 213
195.95 	 11.44 	 214
196.96 	 11.59 	 215
197.79 	 11.70 	 216
198.35 	 11.77 	 217
199.21 	 11.86 	 218
199.66 	 11.87 	 219
200.74 	 12.01 	 220
201.54 	 12.11 	 221
203.00 	 12.25 	 222
204.06 	 12.41 	 223
205.06 	 12.51 	 224
206.06 	 12.61 	 225
207.08 	 12.75 	 226
207.98 	 12.87 	 227
208.71 	 12.97 	 228
209.30 	 13.03 	 229
210.36 	 13.18 	 230
211.18 	 13.32 	 231
211.89 	 13.42 	 232
212.44 	 13.50 	 233
