0.0000000000 	 1.0000000000 	 0.0000000000 	 1.0000000000
0.0400000000 	 1.0407200000 	 0.0399200000 	 1.0327837697
0.0800000000 	 1.0823908989 	 0.0796007365 	 1.0665544752
0.1200000000 	 1.1244076457 	 0.1189122045 	 1.1009386740
0.1600000000 	 1.1660638285 	 0.1576735020 	 1.1354050237
0.2000000000 	 1.2065589301 	 0.1956501393 	 1.1692531898
0.2400000000 	 1.2450137523 	 0.2325544580 	 1.2016122925
0.2800000000 	 1.2804951571 	 0.2680500134 	 1.2314531108
0.3200000000 	 1.3120504213 	 0.3017605840 	 1.2576183106
0.3600000000 	 1.3387502714 	 0.3332840895 	 1.2788741520
0.4000000000 	 1.3597381704 	 0.3622111171 	 1.2939849769
0.4400000000 	 1.3742819123 	 0.3881470438 	 1.3018080367
0.4800000000 	 1.3818223878 	 0.4107360037 	 1.3014010816
0.5200000000 	 1.3820138887 	 0.4296843668 	 1.2921296574
0.5600000000 	 1.3747507829 	 0.4447811250 	 1.2737570401
0.6000000000 	 1.3601768758 	 0.4559127573 	 1.2464992481
0.6400000000 	 1.3386760584 	 0.4630707842 	 1.2110318702
0.6800000000 	 1.3108454505 	 0.4663512062 	 1.1684441014
0.7200000000 	 1.2774546083 	 0.4659461593 	 1.1201460642
0.7600000000 	 1.2393959799 	 0.4621291484 	 1.0677448513
0.8000000000 	 1.1976323744 	 0.4552359294 	 1.0129098597
0.8400000000 	 1.1531467841 	 0.4456434026 	 0.9572477166
0.8800000000 	 1.1068987085 	 0.4337487466 	 0.9022022400
0.9200000000 	 1.0597895644 	 0.4199505810 	 0.8489876355
0.9600000000 	 1.0126381874 	 0.4046333420 	 0.7985559034
1.0000000000 	 0.9661661208 	 0.3881554309 	 0.7515939603
1.0400000000 	 0.9209914797 	 0.3708411727 	 0.7085429785
1.0800000000 	 0.8776296877 	 0.3529762334 	 0.6696317042
1.1200000000 	 0.8364992487 	 0.3348059274 	 0.6349163868
1.1600000000 	 0.7979308261 	 0.3165357547 	 0.6043216330
1.2000000000 	 0.7621781632 	 0.2983335228 	 0.5776783791
1.2400000000 	 0.7294296930 	 0.2803324816 	 0.5547568510
1.2800000000 	 0.6998200001 	 0.2626350060 	 0.5352936665
