0.0000000000 	 1.0000000000 	 0.0000000000 	 1.0000000000
0.0300000000 	 1.0304050000 	 0.0299550000 	 1.0244101056
0.0600000000 	 1.0614174715 	 0.0597882914 	 1.0494060747
0.0900000000 	 1.0927985945 	 0.0894525098 	 1.0748543749
0.1200000000 	 1.1242773607 	 0.1188848657 	 1.1005744800
0.1500000000 	 1.1555512805 	 0.1480061776 	 1.1263352112
0.1800000000 	 1.1862883250 	 0.1767203462 	 1.1518522828
0.2100000000 	 1.2161303121 	 0.2049143878 	 1.1767875717
0.2400000000 	 1.2446978968 	 0.2324591396 	 1.2007506798
0.2700000000 	 1.2715972549 	 0.2592107383 	 1.2233033735
0.3000000000 	 1.2964284418 	 0.2850129399 	 1.2439674395
0.3300000000 	 1.3187952821 	 0.3097003080 	 1.2622363708
0.3600000000 	 1.3383164935 	 0.3331022364 	 1.2775910682
0.3900000000 	 1.3546375961 	 0.3550477039 	 1.2895193962
0.4200000000 	 1.3674430223 	 0.3753705858 	 1.2975389816
0.4500000000 	 1.3764677341 	 0.3939152726 	 1.3012221201
0.4800000000 	 1.3815076073 	 0.4105422941 	 1.3002211337
0.5100000000 	 1.3824278609 	 0.4251336076 	 1.2942920990
0.5400000000 	 1.3791689077 	 0.4375972112 	 1.2833146521
0.5700000000 	 1.3717491709 	 0.4478707685 	 1.2673056673
0.6000000000 	 1.3602646346 	 0.4559240024 	 1.2464250405
0.6300000000 	 1.3448851543 	 0.4617597031 	 1.2209725660
0.6600000000 	 1.3258478024 	 0.4654133078 	 1.1913758577
0.6900000000 	 1.3034477456 	 0.4669511200 	 1.1581702887
0.7200000000 	 1.2780273118 	 0.4664673358 	 1.1219728023
0.7500000000 	 1.2499639887 	 0.4640801257 	 1.0834520531
0.7800000000 	 1.2196581065 	 0.4599270657 	 1.0432975637
0.8100000000 	 1.1875208960 	 0.4541602288 	 1.0021904347
0.8400000000 	 1.1539634958 	 0.4469412336 	 0.9607776885
0.8700000000 	 1.1193873390 	 0.4384365083 	 0.9196516761
0.9000000000 	 1.0841761881 	 0.4288129742 	 0.8793352683
0.9300000000 	 1.0486899375 	 0.4182342923 	 0.8402728910
0.9600000000 	 1.0132601704 	 0.4068577552 	 0.8028269401
0.9900000000 	 0.9781873575 	 0.3948318511 	 0.7672787569
1.0200000000 	 0.9437395124 	 0.3822944838 	 0.7338331608
1.0500000000 	 0.9101520779 	 0.3693717980 	 0.7026254969
1.0800000000 	 0.8776288029 	 0.3561775366 	 0.6737302310
1.1100000000 	 0.8463433718 	 0.3428128479 	 0.6471702628
1.1400000000 	 0.8164415700 	 0.3293664550 	 0.6229262988
1.1700000000 	 0.7880437926 	 0.3159151038 	 0.6009458040
1.2000000000 	 0.7612477356 	 0.3025242130 	 0.5811512110
1.2300000000 	 0.7361311426 	 0.2892486603 	 0.5634472018
1.2600000000 	 0.7127545051 	 0.2761336486 	 0.5477269843
1.2900000000 	 0.6911636464 	 0.2632156067 	 0.5338775655
1.3200000000 	 0.6713921381 	 0.2505230909 	 0.5217840767
1.3500000000 	 0.6534635175 	 0.2380776604 	 0.5113332384
1.3800000000 	 0.6373932899 	 0.2258947095 	 0.5024160715
1.4100000000 	 0.6231907102 	 0.2139842434 	 0.4949299664
1.4400000000 	 0.6108603443 	 0.2023515924 	 0.4887802180
1.4700000000 	 0.6004034191 	 0.1909980609 	 0.4838811275
1.5000000000 	 0.5918189711 	 0.1799215113 	 0.4801567635
1.5300000000 	 0.5851048045 	 0.1691168853 	 0.4775414579
1.5600000000 	 0.5802582722 	 0.1585766669 	 0.4759801063
1.5900000000 	 0.5772768897 	 0.1482912915 	 0.4754283251
1.6200000000 	 0.5761587928 	 0.1382495063 	 0.4758525103
1.6500000000 	 0.5769030461 	 0.1284386883 	 0.4772298304
1.6800000000 	 0.5795098089 	 0.1188451256 	 0.4795481792
1.7100000000 	 0.5839803598 	 0.1094542679 	 0.4828061012
1.7400000000 	 0.5903169827 	 0.1002509511 	 0.4870127004
1.7700000000 	 0.5985227104 	 0.0912196039 	 0.4921875284
1.8000000000 	 0.6086009213 	 0.0823444384 	 0.4983604464
