	 0.50 	 5.00 	 0.00 	 25.51
	 0.50 	 -5.31 	 0.31 	 28.723567
	 -1.19 	 -5.10 	 0.62 	 28.835750
	 -2.66 	 -3.91 	 0.93 	 29.378110
	 -3.61 	 -1.96 	 1.24 	 29.953715
	 -3.87 	 0.36 	 1.55 	 30.141303
	 -3.39 	 2.61 	 1.86 	 29.803587
	 -2.25 	 4.36 	 2.17 	 29.187727
	 -0.69 	 5.27 	 2.48 	 28.744446
	 1.01 	 5.17 	 2.79 	 28.798163
	 2.52 	 4.08 	 3.10 	 29.309565
	 3.54 	 2.20 	 3.41 	 29.904377
	 3.88 	 -0.10 	 3.72 	 30.147282
	 3.48 	 -2.39 	 4.03 	 29.860506
	 2.40 	 -4.21 	 4.34 	 29.253930
	 0.87 	 -5.22 	 4.65 	 28.771481
	 -0.84 	 -5.23 	 4.96 	 28.766245
	 -2.38 	 -4.24 	 5.27 	 29.242053
	 -3.46 	 -2.43 	 5.58 	 29.850681
	 -3.88 	 -0.15 	 5.89 	 30.146699
	 -3.55 	 2.15 	 6.20 	 29.913464
	 -2.54 	 4.05 	 6.51 	 29.321670
	 -1.05 	 5.16 	 6.82 	 28.804428
	 0.65 	 5.28 	 7.13 	 28.740286
	 2.23 	 4.39 	 7.44 	 29.176186
	 3.37 	 2.65 	 7.75 	 29.793112
	 3.87 	 0.40 	 8.06 	 30.139560
	 3.62 	 -1.92 	 8.37 	 29.961979
	 2.68 	 -3.87 	 8.68 	 29.390334
	 1.22 	 -5.08 	 8.99 	 28.842987
	 -0.47 	 -5.32 	 9.30 	 28.720521
	 -2.07 	 -4.53 	 9.61 	 29.112562
	 -3.28 	 -2.87 	 9.92 	 29.732193
	 -3.85 	 -0.66 	 10.23 	 30.125930
	 -3.69 	 1.68 	 10.54 	 30.005613
	 -2.81 	 3.69 	 10.85 	 29.459298
	 -1.40 	 5.00 	 11.16 	 28.886810
	 0.29 	 5.34 	 11.47 	 28.707130
	 1.92 	 4.66 	 11.78 	 29.051758
	 3.18 	 3.08 	 12.09 	 29.668475
	 3.83 	 0.91 	 12.40 	 30.105931
	 3.74 	 -1.43 	 12.71 	 30.043970
	 2.94 	 -3.50 	 13.02 	 29.527939
	 1.57 	 -4.90 	 13.33 	 28.935499
	 -0.10 	 -5.36 	 13.64 	 28.700233
	 -1.75 	 -4.78 	 13.95 	 28.994323
	 -3.07 	 -3.29 	 14.26 	 29.602536
	 -3.79 	 -1.16 	 14.57 	 30.079746
	 -3.79 	 1.19 	 14.88 	 30.076702
	 -3.05 	 3.31 	 15.19 	 29.595633
	 -1.74 	 4.79 	 15.50 	 28.988612
	 -0.08 	 5.36 	 15.81 	 28.699895
	 1.59 	 4.89 	 16.12 	 28.940780
	 2.95 	 3.48 	 16.43 	 29.534975
	 3.75 	 1.41 	 16.74 	 30.047612
	 3.82 	 -0.94 	 17.05 	 30.103513
	 3.16 	 -3.10 	 17.36 	 29.661766
	 1.90 	 -4.67 	 17.67 	 29.045669
	 0.27 	 -5.34 	 17.98 	 28.706116
	 -1.41 	 -4.99 	 18.29 	 28.891614
	 -2.83 	 -3.67 	 18.60 	 29.466404
	 -3.69 	 -1.65 	 18.91 	 30.009820
	 -3.85 	 0.68 	 19.22 	 30.124159
	 -3.27 	 2.89 	 19.53 	 29.725740
	 -2.06 	 4.54 	 19.84 	 29.106151
